word_1,word_0
,"network,networker, ,nonnetwork, ,subnetwork, ,supernetwork, "
,"legal,legally, ,postlegal, ,prelegal, ,pseudolegal, ,quasi-legal, ,quasi-legally, ,unlegal, ,unlegally, ,unlegalness, ,legally, "
"religion,religion,religion","religious,religiously, ,religiousness, ,antireligious, ,antireligiously, ,nonreligious, ,nonreligiously, ,nonreligiousness, ,overreligious, ,overreligiously, ,prereligious, ,pseudoreligious, ,pseudoreligiously, ,quasi-religious, ,quasi-religiously, ,ultrareligious, ,ultrareligiously, ,ultrareligiousness, ,religiously, ,religiousness, "
blood,"cold,coldish, ,coldly, ,coldness, ,overcold, ,overcoldly, ,coldish, ,coldly, ,coldness, "
substance,"form,formable, ,formably, ,misform, ,misformed, ,nonform, ,nonforming, ,overformed, ,semiformed, ,subform, ,underform, ,formable, "
,"final,pseudofinal, ,pseudofinally, ,quasi-final, "
"mainland,mainline",main
physical science,"science,antiscience, ,interscience, ,nonscience, ,proscience, ,subscience, "
"bowling green,green light","green,greenage, ,greenly, ,nongreen, ,outgreen, ,ungreened, ,greenish, ,greenly, ,greenness, ,greeny, "
concentration,memory
"postcard,calling card,scorecard,compass card,trading card,identity card,Cardinal","card,carder, ,carding, ,carder, "
,"seat,seater, ,seatless, ,misseat, ,underseated, ,well-seated, ,seatless, "
"locule,cellular phone,cel,celluloid,mobile phone","cell,cell-like, "
,"establish,establishable, ,establisher, ,quasi-established, ,reestablish, ,superestablish, ,unestablishable, ,establisher, "
wanton,"nice,nicely, ,niceness, ,overnice, ,overnicely, ,overniceness, ,unnice, ,unnicely, ,unniceness, ,nicely, ,niceness, ,nicish, "
,"trial,intertrial, ,nontrial, ,posttrial, ,retrial, ,self-trial, ,trialling, "
,"expert,expertly, ,expertness, ,nonexpert, ,proexpert, ,unexpert, ,expertly, ,expertness, "
,"spring,springlike, ,outspring, ,outsprang ,outsprung; ,outsprung; ,outspringing.,respring, ,resprang ,resprung, ,respringing.,underspring, ,underspring, ,undersprang ,undersprung, ,undersprung, ,underspringing.,springless, ,springlike, "
,"firm,firmly, ,firmness, ,firmly, ,firmness, "
,"radio,preradio, "
,"visit,intervisit, ,nonvisiting, ,previsit, ,revisit, ,unvisited, ,unvisiting, ,visitable, "
"managing,managing,labor","management,managemental ,antimanagement, ,nonmanagement, ,promanagement, ,self-management, "
,"care,carer, ,noncaring, ,overcare, ,uncaring, "
,"avoid,avoidable, ,avoidably, ,avoider, ,nonavoidable, ,nonavoidableness, ,nonavoidably, ,unavoiding, ,avoidable, ,avoidably, ,avoider, "
"image,images,imagination","imagine,imaginer, ,preimagine, ,preimagined, ,preimagining.,reimagine, ,reimagined, ,reimagining.,unimagined, ,well-imagined, ,imaginable, ,imaginably, ,imaginer, "
,tonight
,"democrat,antidemocrat, ,prodemocrat, ,Democratic, "
bolus,"ball,baller, ,George W(ildman) "
,"huge,hugely, ,hugeness, ,overhuge, ,overhugely, ,overhugeness, ,hugeness, "
"finished,finished","finish,finisher, ,nonfinishing, ,prefinish, "
"closed,complimentary close,cadence","close,closable, ,closeable ,closely ,closeness ,nonclose, ,nonclosely, ,overclose, ,overclosely, ,overcloseness, ,preclose, ,preclosed, ,preclosing.,unclosable, ,closely, ,closeness, ,closer, "
,"talk,talkable, ,talkability, ,talker, ,intertalk, ,nontalker, ,overtalk, ,undertalk, ,untalking, ,talkable, ,talkability, ,talker, "
,theory
response,"respond,overrespond, ,unresponding, ,respondence, ,respondency, ,responder, "
,"impact,nonimpact, ,postimpact, ,impaction, "
"stated,stating","statement,nonstatement, "
,"maintain,maintainable, ,maintainability, ,maintainer, ,premaintain, ,self-maintained, ,self-maintaining, ,undermaintain, ,undermaintained, ,unmaintainable, ,unmaintained, ,well-maintained, ,maintainable, ,maintainer, "
"electric charge,electric charge","charge,chargeless, ,self-charging, "
,"popular,antipopular, ,nonpopular, ,overpopular, ,pseudopopular, ,quasi-popular, ,semipopular, ,subpopular, "
"tradition,tradition,tradition","traditionary ,traditional,traditionality, ,traditionally, ,antitraditional, ,antitraditionally, ,nontraditional, ,nontraditionally, ,nontraditionary, ,pretraditional, ,protraditional, ,quasi-traditional, ,quasi-traditionally, ,semitraditional, ,semitraditionally, ,untraditional, ,untraditionally, ,traditionally, "
,"reveal,revealable, ,revealability, ,revealableness, ,revealedly ,revealer, ,revealingly, ,revealingness, ,revelative ,half-revealed, ,nonrevealing, ,prereveal, ,self-revealed, ,unrevealable, ,unrevealed, ,unrevealing, ,unrevealingly, ,revealable, ,revealability, ,revealer, ,revealment, "
"directing,directed,directorate,directing","direction,directionless, ,predirection, ,self-direction, ,superdirection, "
,"weapon,weaponed, ,weaponless, ,outweaponed, ,superweapon, ,unweaponed, ,weaponed, ,weaponless, "
,"employee,preemployee, ,proemployee, "
culture,"cultural,culturally, ,anticultural, ,anticulturally, ,de-cultural, ,noncultural, ,nonculturally, ,precultural, ,preculturally, ,pseudocultural, ,pseudoculturally, ,transcultural, ,transculturally, ,culturally, "
,"peace,peaceless, ,peacelessness, ,peacelike, ,nonpeace, ,semipeace, "
"tail,headline,railhead,read/write head,headline","head,headlike, ,multihead, ,headlike, "
"control variable,controller","control,controllable, ,controllability, ,controllableness, ,controllably, ,controlless, ,controllingly, ,noncontrollable, ,noncontrollably, ,noncontrolled, ,noncontrolling, ,overcontrol, ,overcontrolled, ,overcontrolling, ,precontrol, ,precontrolled, ,precontrolling.,quasi-controlled, ,quasi-controlling, ,subcontrol, ,subcontrolled, ,subcontrolling.,supercontrol, ,uncontrolled, ,uncontrolling, ,well-controlled, ,controllable, ,controllability, ,controllableness, ,controllably, "
"triangulation,pavilion,first base,bass","base,unbased, ,basely, ,baseness, ,basely, ,baseness, "
"pain,pain","pain,underpain, ,unpaining, "
application,"apply,appliable, ,appliableness, ,appliably, ,applier, ,preapply, ,preapplied, ,preapplying.,reapply, ,reapplied, ,reapplying.,unappliable, ,unappliably, ,applier, "
"player,ball,hardball,card,politics,possum,second fiddle,field,game,deck,fire","play,playingly, ,playless, ,playlike, ,counterplay, ,nonplaying, ,self-playing, ,unplayed, ,unplaying, ,playability, ,playable, "
"measurement,measurement,measurement,measurement,measurements,measurement","measure,measurer, ,intermeasure, ,intermeasured, ,intermeasuring.,mismeasure, ,mismeasured, ,mismeasuring.,outmeasure, ,outmeasured, ,outmeasuring.,premeasure, ,premeasured, ,premeasuring.,remeasure, ,remeasured, ,remeasuring.,undermeasure, ,undermeasured, ,undermeasuring, ,measurer, "
"outside,lax,wide","wide,wideness, ,overwide, ,overwidely, ,overwideness, ,superwide, ,ultrawide, ,widely, ,wideness, ,widish, "
"milk shake,trill,shaker,hand,dust","shake,shakable, ,shakeable, ,reshake, ,reshook, ,reshaken, ,reshaking.,unshakable, ,unshakablely, ,unshakeable, ,unshakeablely, ,unshaken, ,well-shaken, ,shakable, ,shakeable, "
"fly ball,handle,housefly,mayfly,firefly","fly,flyable, ,flyability, ,nonflyable, ,reflyable, ,unflyable, ,flyless, ,flyable, ,flyless, "
,"interview,interviewable, ,preinterview, ,quasi-interviewed, ,reinterview, ,self-interview, ,uninterviewed, ,interviewee, ,interviewer, "
,"manage,overmanage, ,overmanaged, ,overmanaging.,quasi-managed, ,self-managing, ,undermanage, ,undermanaged, ,undermanaging.,undermanaged, ,unmanaged, ,well-managed, "
"electric chair,chairlift,sedan chair","chair,chairless, ,unchair, "
,"fish,fishless, ,fishlike, ,outfish, ,unfished, ,fishable, ,fishlike, "
camera-ready,camera
construct,"structure,destructure, ,destructured, ,destructuring.,interstructure, ,nonstructure, ,prestructure, ,prestructured, ,prestructuring."
"political,political,political,political,political","politics,antipolitics, ,propolitics, "
performance,"perform,performable, ,performer, ,misperform, ,overperform, ,reperform, ,self-performed, ,unperformable, ,unperformed, ,unperforming, ,well-performed, ,performable, ,performer, "
"baud,bite,bullet,dust","bit,bitless, ,bitable, ,biteable, ,biter, "
,"weight,weighter, ,weighter, "
,"discover,discoverable, ,discoverably, ,nondiscoverable, ,prediscover, ,rediscover, ,undiscoverable, ,undiscovered, ,discoverable, ,discoverer, "
unpremeditated,"sudden,suddenly, ,suddenness, ,suddenness, "
"bottom,crown,head,topo-","top,untopped, "
,"candidate,candidacy ,candidature ,candidateship, ,precandidacy, ,precandidature, "
"producing,produced,product,producing,produced,produced","production,productional, ,nonproduction, ,superproduction, ,productional, "
odd,"evening,evener, ,evenly, ,evenness, ,evener, ,evenly, ,evenness, "
"round trip,wedge","trip,untripped, ,trippingly, "
affection,"affect,affectable, ,affectability, ,affecter, "
,"conference,conferential ,preconference, ,subconference, ,subconferential, "
Unitarian,"unit,interunit, ,multiunit, ,subunit, ,superunit, "
,"treat,treater, ,nontreated, ,overtreat, ,self-treated, ,untreated, ,well-treated, ,treatable, ,treater, "
"stylus,stylus,style","style,styleless, ,stylelessness, ,stylelike, ,antistyle, ,counterstyle, ,misstyle, ,misstyled, ,misstyling.,restyle, ,restyled, ,restyling.,unstyled, ,stylar, ,styler, "
,"adult,adulthood, ,adultlike, ,adultly, ,adultness, ,nonadult, ,quasi-adult, ,subadult, ,subadultness, ,unadult, ,adulthood, "
,"worry,worrier, ,worriless, ,worryingly, ,worrying, ,worryingly, "
compass,"range,nonranging, ,subrange, ,unranging, "
,"mention,mentionable, ,mentioner, ,intermention, ,premention, ,remention, ,undermentioned, ,unmentioned, ,mentionable, ,mentioner, "
deep structure,"deep,deepness, ,nondeep, ,overdeep, ,undeep, ,undeeply, ,deeply, ,deepness, "
tooth,"edge,edgeless, ,outedge, ,outedged, ,outedging.,underedge, ,unedge, ,unedged, ,unedging.,edgeless, ,edger, "
,"specific,specifically, ,nonspecifically, ,prespecific, ,prespecifically, ,unspecific, ,unspecifically, ,specifically, "
,"individual,interindividual, ,nonindividual, ,superindividual, ,superindividually, ,transindividual, ,individually, "
,"trouble,troubledly, ,troubledness, ,troubler, ,troublingly, ,nontroubling, ,overtrouble, ,overtroubled, ,overtroubling.,self-troubled, ,self-troubling, ,untroubled, ,troubled, ,troubler, "
"writing,writing,writes,write",writer
,"challenge,challengeable, ,prechallenge, ,prechallenged, ,prechallenging.,rechallenge, ,rechallenged, ,rechallenging.,unchallengeable, ,unchallengeably, ,challengeable, ,challenger, "
,"fear,self-fearing, ,unfearing, ,fearer, ,fearless, ,fearlessly, ,fearlessness, "
"shoulder season,knee","shoulder,outshoulder, ,reshoulder, ,unshouldered, "
,"institution,counterinstitution, ,noninstitution, ,reinstitution, ,institutionary, "
,middle
"seven seas,mare",sea
"daydream,daydreams","dream,dreamful, ,dreamfully, ,dreamfulness, ,dreamingly, ,dreamlike, ,redream, ,redreamed ,redreamt, ,redreaming.,undreamed, ,undreaming, ,undreamlike, ,dreamful, ,dreamfully, ,dreaming, ,dreamingly, ,dreamless, ,dreamlessly, ,dreamlessness, ,dreamlike, "
"barre,bride,mosquito net,microbar,Browning automatic rifle,Baruch,barometer,barometric,barrel,barrister","bar,barless, ,barrable, ,unbarrable, "
"beauty,beauty,beauty","beautiful,beautifully, ,beautifulness, ,unbeautiful, ,unbeautifully, ,beautifulness, "
"sign of the zodiac,sign language,signature,signature,sign of the cross,signal,sign language,signature,signal,sign language,signature","sign,signless, ,signlike, ,postsign, ,unsigned, ,signable, "
,"method,methodless, ,antimethod, "
,"stuff,stuffless, ,restuff, ,understuff, ,unstuff, ,unstuffed, ,stuffer, "
,"property,propertyless, "
"magazine section,cartridge","magazine,magazinish, ,magaziny, "
detail drawing,"detail,predetail, "
,"hotel,hotelless, "
,"soldier,soldiership, ,nonsoldier, "
,"reflect,reflectedly, ,reflectedness, ,reflectibility, ,reflectible, ,reflectingly, ,interreflect, ,misreflect, ,nonreflected, ,nonreflecting, ,well-reflected, "
improvements,"improve,improvable, ,improvability, ,improvableness, ,improvably, ,improvingly, ,preimprove, ,preimproved, ,preimproving.,quasi-improved, ,superimproved, ,well-improved, ,improvable, ,improvability, ,improvableness, ,improvably, ,improver, ,improvingly, "
heavily,"heavy,heaviness, ,overheaviness, ,overheavy, ,ultraheavy, ,unheaviness, ,unheavy, ,heavily, ,heaviness, "
"base,clew","bag,baglike, ,unbagged, "
"falling band,short,foul,land","fall,unfalling, "
"sex,sexes,sexes","sexual,sexually, ,antisexual, ,antisexually, ,nonsexual, ,nonsexually, ,unsexual, ,unsexually, ,sexually, "
,"marriage,nonmarriage, ,postmarriage, ,premarriage, ,promarriage, ,remarriage, "
,"heat,heatable, ,heatful, ,heatless, ,heatlike, ,reheat, ,reheatable, ,self-heating, ,underheat, ,unheatable, ,heatless, "
hang,"tough,toughly, ,toughness, ,supertough, ,untough, ,untoughly, ,untoughness, ,toughish, ,toughly, "
"song,song,song,song,singular","sing,singable, ,singability, ,singableness, ,singingly, ,missing, ,missang, ,missung, ,missinging.,unsingable, ,singable, ,singing, "
surface structure,"surface,surfaceless, ,surfacer, ,nonsurface, ,unsurfaced, ,surfaceless, ,surfacer, "
,"purpose,prepurpose, ,prepurposed, ,prepurposing.,repurpose, ,repurposed, ,repurposing.,unpurposed, ,unpurposing, "
existence,"exist,exister, ,nonexisting, ,unexisting, ,existing, "
,"pattern,patternable, ,patterned, ,patterner, ,patternless, ,patternlike, ,patterny, ,nonpatterned, ,repattern, ,semipatterned, ,subpattern, ,unpatterned, "
"condom,drums","skin,skinlike, ,underskin, ,unskinned, ,skinless, ,skinlike, "
flatus,"gas,gasless, ,nongas, ,nongases.,gasless, "
"agency,agency,Indian agent,patient","agent,counteragent, ,interagent, ,superagent, ,underagent, "
owns,"owner,nonowner, ,nonowning, ,unowned, "
,"commercial,commercially, ,anticommercial, ,anticommercially, ,anticommercialness, ,countercommercial, ,noncommercial, ,noncommercially, ,precommercial, ,procommercial, ,quasi-commercial, ,quasi-commercially, ,semicommercial, ,semicommercially, ,supercommercial, ,supercommercially, ,ultracommercial, ,commercially, "
,"machine,machineless, ,antimachine, ,unmachined, ,machinable, ,machineable, ,machinability, ,machineless, ,machine-like, "
"preparation,preparations","address,addresser, ,addressor, ,half-addressed, ,preaddress, ,readdress, ,readdressed, ,readdressing.,unaddressed, ,well-addressed, ,addresser, ,addressor, "
tropic,"Cancri ,cancer,cancerous, ,cancered, ,cancerously, ,cancerousness, ,noncancerous, ,uncancerous, ,cancerous, ,cancerously, "
,"generation,generational, ,generationally, ,intergeneration, ,pregeneration, ,subgeneration, ,generational, "
"testa,Testament,testator,testimony","test,testable, ,testability, ,testingly, ,nontestable, ,nontesting, ,self-testing, ,untestable, ,untested, ,well-tested, ,testable, ,testability, ,testing, "
,"item,subitem, "
,"reality,antireality, ,nonreality, ,nonrealities.,proreality, "
"day coach,mobile home","coach,coachable, ,coachability, ,outcoach, ,overcoach, ,uncoachable, ,uncoached, ,coacher, "
step aerobics,"step,stepless, ,steplike, ,counterstep, ,counterstepped, ,counterstepping.,outstep, ,outstepped, ,outstepping.,understep, ,steplike, "
"yard-of-ale,Scotland Yard",yard
"beatnik,beatniks,retreat,bush,rap","beat,beatable, ,overbeat, ,overbeat, ,overbeaten ,overbeat, ,overbeating.,underbeat, ,beatable, "
violent,"violence,antiviolence, ,counterviolence, ,self-violence, "
tendency,tend
"investing,investing,invested,invested,invested,investing,invested,investing","investment,nonreinvestment, ,overinvestment, ,preinvestment, ,proinvestment, ,reinvestment, "
"collecting,collected,collected,collected","collection,collectional, ,noncollection, ,precollection, ,subcollection, "
,"notice,noticer, ,renotice, ,renoticed, ,renoticing.,unnoticed, ,unnoticing, "
finger,"finger,fingerer, ,fingerless, ,refinger, ,fingerer, ,fingerless, "
silent partner,"partner,partnerless, ,nonpartner, ,underpartner, ,partnerless, "
new,"modern,modernly, ,modernness, ,antimodern, ,antimodernly, ,antimodernness, ,hypermodern, ,nonmodern, ,nonmodernly, ,nonmodernness, ,premodern, ,promodern, ,pseudomodern, ,quasi-modern, ,supermodern, ,unmodern, ,modernly, ,modernness, "
,"task,taskless, ,subtask, ,untasked, ,tasker, ,taskless, "
discussing,"discussion,discussional, ,prediscussion, ,rediscussion, ,discussional, "
,"total,quasi-total, ,quasi-totally, ,retotal, ,retotaled, ,retotaling ,retotalled, ,retotalling, ,supertotal, ,untotaled, ,untotalled, ,totally, "
"yard,garden-variety","garden,gardenable, ,gardenless, ,gardenlike, ,ungardened, ,well-gardened, ,gardenless, ,garden-like, "
"negative,Rh factor","positive,positiveness, ,overpositive, ,overpositively, ,overpositiveness, ,quasi-positive, ,quasi-positively, ,superpositive, ,superpositively, ,superpositiveness, ,unpositive, ,unpositively, ,unpositiveness, ,positiveness, ,positivity, "
,"kitchen,kitchenless, ,kitcheny, ,outkitchen, "
consumes,"consumer,consumership, ,anticonsumer, ,nonconsumer, ,preconsumer, "
"shot tower,long shot,shoot,intoxicated,bolt,wad,breeze,bull,work","shot,shotless, ,shotlike, "
,"budget,budgetary ,budgeter, ,nonbudgetary, ,prebudget, ,prebudgetary, ,pro-budgeting, ,rebudget, ,rebudgeted, ,rebudgeting.,unbudgeted, ,budgetary, "
"civilized,civil law","civil,civilness, ,anticivil, ,half-civil, ,half-civilly, ,overcivil, ,overcivilly, ,quasi-civil, ,quasi-civilly, ,supercivil, ,supercivilly, ,civilly, ,civilness, "
"paints,paints,painted,paint,painting,painting,painting","painting,paintable, ,paintless, ,outpaint, ,painty, "
"science,sciences","scientist,nonscientist, "
play,"safe,safely, ,safeness, ,quasi-safe, ,quasi-safely, ,supersafe, ,supersafely, ,supersafeness, ,ultrasafe, ,unsafe, ,unsafely, ,unsafeness, ,safely, ,safeness, "
collective agreement,"agreement,interagreement, ,nonagreement, ,preagreement, ,proagreement, "
"capital letter,labor,capital letter","capital,capitalness, "
,"mouth,mouther, ,mouthless, ,outmouth, "
,"victim,victimhood, ,victimless, ,nonvictim, "
"threatens,threaten","threat,counterthreat, "
"news,newsprint","newspaper,newspaperdom, ,newspaperish, "
"responsible,responsible,responsible,responsible","responsibility,nonresponsibility, ,nonresponsibilities.,preresponsibility, ,preresponsibilities.,self-responsibility, ,superresponsibility, ,superresponsibilities."
,"smile,smileless, ,smilelessly, ,smilelessness, ,smiler, ,smilingly, ,half-smiling, ,half-smilingly, ,outsmile, ,outsmiled, ,outsmiling.,subsmile, ,unsmiling, ,unsmilingly, ,smiler, ,smiling, ,smilingly, ,smilingness, "
,"attorney,attorneyship, ,subattorney, ,subattorneys.,subattorneyship, ,attorneyship, "
,"score,scoreless, ,scorer, ,nonscoring, ,outscore, ,outscored, ,outscoring.,rescore, ,rescored, ,rescoring.,unscored, ,unscoring, ,scorer, "
,"account,preaccount, ,subaccount, ,unaccounted, "
interest,"interesting,interestingly, ,interestingness, ,uninteresting, ,uninterestingly, ,overinterest, ,preinterest, ,reinterest, ,interestingly, ,interestingness, "
"break dance,break dancing,step","break,breakable, ,breakableness, ,breakably, ,breakless, ,nonbreakable, ,rebreak, ,rebroke, ,rebroken, ,rebreaking.,unbreakable, ,unbreakableness, ,unbreakably, "
,"audience,proaudience, "
"lean,Richard","rich,richly, ,richness, ,overrich, ,overrichly, ,overrichness, ,superrich, ,ultrarich, "
table d'hôte,"dinner,dinnerless, ,predinner, "
"figure of speech,cut","figure,figurable, ,figureless, ,figurer, ,outfigure, ,outfigured, ,outfiguring.,refigure, ,refigured, ,refiguring.,subfigure, ,unfigurable, ,figureless, ,figurer, "
,"vote,prevote, ,prevoted, ,prevoting.,revote, ,revoted, ,revoting.,revote, ,unvoted, ,unvoting, ,votable, ,voteable, ,voteless, "
western sandwich,"western,anti-Western, ,nonwestern, ,pro-Western, ,unwestern, "
"relation,relation","relate,relatability, ,relatable, ,relater, ,misrelate, ,misrelated, ,misrelating.,prerelate, ,prerelated, ,prerelating.,unrelating, ,relatable, ,relater, "
walk,"travel,travelable, ,nontraveling, ,nontravelling, ,outtravel, ,outtraveled, ,outtraveling ,outtravelled, ,outtravelling.,pretravel, ,pretraveled, ,pretraveling ,pretravelled, ,pretravelling.,untraveling, ,untravelling, "
,"debate,debater, ,debatingly, ,interdebate, ,interdebated, ,interdebating.,nondebater, ,nondebating, ,outdebate, ,outdebated, ,outdebating.,overdebate, ,overdebated, ,overdebating.,postdebate, ,predebate, ,predebater, ,redebate, ,redebated, ,redebating.,undebated, ,undebating, ,well-debated, ,debater, "
,"prevent,preventable, ,preventible, ,preventabilty, ,preventingly, ,nonpreventable, ,nonpreventible, ,quasi-prevented, ,unpreventable, ,unprevented, ,unpreventible, ,preventable, ,preventible, ,preventability, ,preventibility, ,preventably, ,preventibly, "
alien,"citizen,citizenly, ,noncitizen, ,uncitizenly, ,undercitizen, ,citizenly, "
"minority,plurality,major","majority,nonmajority, ,nonmajorities."
frontispiece,"front,unfronted, ,frontless, "
"bear,ant bear,bull,Russia","born,preborn, ,bearlike, "
,"admit,admittable, ,admittible, ,admitter, ,half-admitted, ,half-admittedly, ,nonadmitted, ,nonadmittedly, ,preadmit, ,preadmitted, ,preadmitting.,readmit, ,readmitted, ,readmitting.,unadmitted, ,unadmittedly, ,well-admitted, "
"senior citizen,senior citizen",senior
,"assume,assumer, ,overassume, ,overassumed, ,overassuming.,preassume, ,preassumed, ,preassuming.,reassume, ,reassumed, ,reassuming.,assumable, ,assumer, "
"wind instrument,wind instruments,solar wind","wind,windless, ,windlessly, ,windlessness, ,windable, "
"key card,keyhole,keyboard,keyboard,keyboard","key,keyless, "
"profession,profession,professions,professions,professions","professional,professionally, ,interprofessional, ,interprofessionally, ,pseudoprofessional, ,professionally, "
missionaries,"mission,missional, "
play,"fast,unfasting, ,faster, "
,customer
,"suffer,sufferable, ,sufferableness, ,sufferably, ,sufferer, ,nonsufferable, ,nonsufferableness, ,nonsufferably, ,outsuffer, ,presuffer, ,unsufferable, ,unsufferableness, ,unsufferably, ,sufferer, "
"speaking,speaking,spoken,spoken,speaker,speaking,rumor",speech
"success,success","successful,successfully, ,successfulness, ,half-successful, ,half-successfully, ,half-successfulness, ,nonsuccessful, ,nonsuccessfully, ,presuccessful, ,presuccessfully, ,quasi-successful, ,quasi-successfully, ,semisuccessful, ,semisuccessfully, ,successfully, ,successfulness, "
"stock option,optional","option,optionable, ,preoption, "
"participates,participating","participant,participantly, ,unparticipant, "
southerner,"southern,pro-Southern, "
"forward,before,before","forest,forestal, ,forestial ,forested, ,forestless, ,forestlike, ,nonforest, ,nonforested, ,unforested, ,well-forested, ,forestal, ,forested, ,forestless, ,forest-like, "
,"fresh,freshly, ,freshness, ,freshly, ,freshness, "
,eventually
"videotape,music video,videocassettes,videocassette,music video",video
"comprehensive,celestial globe","global,globally, ,globally, "
,restaurant
"accession,public-access television","access,preaccess, "
"judgment,judgment,judgment,adjudicate,judgment,judgment,judgment","judge,judgeable, ,judger, ,judgeless, ,judgelike, ,judgeship, ,judgingly, ,rejudge, ,rejudged, ,rejudging.,subjudge, ,subjudgeship, ,underjudge, ,underjudged, ,underjudging.,underjudge, ,unjudgeable, ,unjudged, ,unjudgelike, ,unjudging, ,judgeable, ,judgeless, ,judgelike, ,judger, ,judgingly, "
"public,publishing","publish,publishable, ,mispublished, ,nonpublishable, ,unpublishable, ,unpublished, ,well-published, ,publishable, ,publishing, "
,"relation,relationless, ,nonrelation, ,prerelation, ,subrelation, "
reforming,"re-form,re-formation, ,re-former, ,reformable, ,reformability, ,reformableness, ,reformative, ,reformatively, ,reformativeness, ,reformingly, ,antireform, ,misreform, ,prereform, ,proreform, ,self-reform, ,superreform, ,unreformable, ,unreformative, ,reformable, ,reformative, ,reformer, ,re-formation, "
costo-,"cost,costless, ,costlessness, ,recost, ,recost, ,recosting.,costless, "
"lease,press release","re-lease,releasability, ,releasable, ,releasible, ,nonrelease, ,unreleasable, ,unreleasible, ,releaser, "
Quanah,"bird,birdless, ,birdlike, "
,"opinion,preopinion, ,underopinion, "
,"credit,creditless, ,overcredit, ,precredit, ,supercredit, ,uncredited, ,well-credited, ,creditless, "
,senate
,"critical,critically, ,criticality, ,criticalness, ,anticritical, ,anticritically, ,anticriticalness, ,half-critical, ,half-critically, ,half-criticalness, ,noncritical, ,noncritically, ,noncriticalness, ,postcritical, ,pseudocritical, ,pseudocritically, ,quasi-critical, ,quasi-critically, ,critically, ,criticalness, "
corner kick,corner
,"concerned,concernedly ,concernedness, ,underconcerned, ,overconcern, ,preconcern, ,self-concern, ,concernedness, "
call,"recall,recallable, ,unrecallable, ,unrecalled, ,recallable, "
,"version,versional, ,preversion, ,versional, "
,"stare,starer, ,staringly, ,starer, "
,"safety,self-safety, ,supersafety, "
,"effective,effectively, ,effectiveness, ,effectivity, ,preeffective, ,preeffectively, ,quasi-effective, ,quasi-effectively, ,subeffective, ,subeffectively, ,subeffectiveness, ,supereffective, ,supereffectively, ,supereffectiveness, ,uneffective, ,uneffectively, ,uneffectiveness, ,effectively, ,effectiveness, "
,neighborhood
"origin,originator","original,nonoriginal, ,nonoriginally, ,preoriginal, ,preoriginally, ,quasi-original, ,quasi-originally, ,unoriginal, ,unoriginally, "
,"income,incomeless, "
,"hurt,hurtable, ,hurter, ,unhurt, ,unhurting, ,hurter, "
,"troop,intertroop, "
species,"species,superspecies, ,superspecies.,underspecies, ,underspecies."
dolly,"track,trackable, ,trackability, ,tracker, ,multitrack, ,retrack, ,untrackable, ,trackable, ,tracker, "
,"basic,nonbasic, ,quasi-basic, "
,"sky,skyless, ,skylike, ,skylike, "
oil,"strike,strikeless, ,antistrike, ,nonstrike, ,outstrike, ,outstruck, ,outstruck ,outstricken, ,outstriking.,poststrike, ,prestrike, ,prestruck, ,prestruck ,prestricken, ,prestriking.,prostrike, ,understrike, ,understruck, ,understruck ,understricken, ,understriking.,strikeless, "
Sir Anthony Hope Hawkins,"hope,hoper, ,hopingly, ,unhoping, ,unhopingly, ,hoper, "
free,"freedom,nonfreedom, ,overfreedom, ,unfreedom, "
,absolutely
"planer,plane tree","plane,planeness, ,planeness, "
,"achieve,achievable, ,achiever, ,outachieve, ,outachieved, ,outachieving,preachieved, ,superachiever, ,unachievable, ,unachieved, ,well-achieved, ,achievable, ,achiever, "
"objection,objection,objective","object,objector, ,overobject, ,reobject, ,unobjected, ,objector, "
,"attitude,attitudinal, ,attitudinal, "
"management,capital","labor,laboringly, ,laborless, ,antilabor, ,nonlabor, ,outlabor, ,overlabor, ,prelabor, ,prolabor, ,unlaboring, "
"reference mark,reference","refer,referable, ,referrable, ,referrible ,referrer, ,misrefer, ,misreferred, ,misreferring.,prerefer, ,prereferred, ,prereferring.,unreferred, ,well-referred, ,referral, ,referrer, "
"conceived,conceive",concept
client state,"client,cliental ,nonclient, "
"power,power","powerful,powerfully, ,powerfulness, ,overpowerful, ,overpowerfully, ,overpowerfulness, ,quasi-powerful, ,quasi-powerfully, ,superpowerful, ,ultrapowerful, ,unpowerful, ,powerfully, ,powerfulness, "
perfection,"perfect,perfectedly, ,perfecter, ,perfectness, ,nonperfected, ,quasi-perfect, ,quasi-perfectly, ,self-perfecting, ,superperfect, ,superperfectly, ,unperfect, ,unperfected, ,perfectness, "
conductor,"conduct,conductible, ,conductibility, ,nonconductibility, ,nonconductible, ,preconduct, ,reconduct, ,unconducted, ,unconductible, ,well-conducted, ,conductible, ,conductibility, "
criminal conversation,"conversation,preconversation, "
,"examine,examinable, ,examinatorial ,examiner, ,examiningly, ,preexamine, ,preexamined, ,preexamining.,preexaminer, ,subexaminer, ,superexaminer, ,unexaminable, ,unexamined, ,unexamining, ,well-examined, ,examinable, ,examiner, ,examining, "
"theft,base","touch,touchable, ,touchableness, ,touchability, ,toucher, ,touchless, ,intertouch, ,touchable, ,touchableness, ,toucher, ,touchless, "
"attention,attentively","attend,attender, ,attendingly, ,well-attended, ,attender, "
,"vote,prevote, ,prevoted, ,prevoting.,revote, ,revoted, ,revoting.,revote, ,unvoted, ,unvoting, ,votable, ,voteable, ,voteless, "
